,id,date,hour,dist_travelled_km,energy_consumed_kwh,regen_energy_kwh,idling_energy_kwh,net_energy_kwh,mileage_kwh_per_km,raw_datapoints,non_null_datapoints,raw_data_pcnt,non_null_data_pcnt
419,3,2025-09-05,16,29.25,36.15,9.98,0.24,26.17,0.89,1431,1430,39.75,99.93
420,3,2025-09-05,17,7.25,14.33,3.49,1.27,10.84,1.49,1940,938,53.89,48.35
421,3,2025-09-05,18,0.0,0.07,0.0,0.14,0.07,,2145,34,59.58,1.59
422,3,2025-09-05,19,0.0,0.0,0.0,0.28,0.0,,1640,0,45.56,0.0
423,3,2025-09-05,20,0.0,4.98,0.0,4.99,4.98,,1468,1276,40.78,86.92
424,3,2025-09-05,21,7.12,9.29,1.3,0.99,7.98,1.12,1601,1600,44.47,99.94
425,3,2025-09-05,22,17.0,23.91,6.34,1.31,17.57,1.03,1483,1482,41.19,99.93
426,3,2025-09-05,23,24.38,32.53,10.13,0.79,22.4,0.92,1466,1465,40.72,99.93
427,3,2025-09-06,0,44.75,40.75,6.91,0.19,33.84,0.76,1561,1560,43.36,99.94
428,3,2025-09-06,1,57.0,51.31,7.82,0.0,43.49,0.76,1925,1923,53.47,99.9
429,3,2025-09-06,2,23.12,20.99,4.81,0.08,16.18,0.7,2948,1252,81.89,42.47
430,3,2025-09-06,3,57.05,57.36,10.8,0.0,46.56,0.82,2576,2572,71.56,99.84
431,3,2025-09-06,4,50.54,58.43,15.46,0.0,42.97,0.85,2489,2487,69.14,99.92
432,3,2025-09-06,5,43.98,63.46,11.31,0.06,52.15,1.19,2037,2035,56.58,99.9
433,3,2025-09-06,6,6.12,8.5,3.23,0.5,5.27,0.86,2834,745,78.72,26.29
434,3,2025-09-06,7,0.0,0.0,0.0,0.06,0.0,,3023,0,83.97,0.0
435,3,2025-09-06,8,5.25,10.74,0.66,1.45,10.08,1.92,2900,1646,80.56,56.76
436,3,2025-09-06,9,46.04,35.06,12.18,0.49,22.88,0.5,2578,2575,71.61,99.88
437,3,2025-09-06,10,48.62,53.95,9.78,1.38,44.16,0.91,2625,2623,72.92,99.92
438,3,2025-09-06,11,26.98,31.68,4.08,5.12,27.59,1.02,2679,2674,74.42,99.81
439,3,2025-09-06,12,44.75,48.39,8.82,1.17,39.57,0.88,2359,2356,65.53,99.87
440,3,2025-09-06,13,43.25,48.26,10.0,0.0,38.26,0.88,2465,2463,68.47,99.92
441,3,2025-09-06,14,55.5,50.68,4.35,0.4,46.34,0.83,1694,1692,47.06,99.88
442,3,2025-09-06,15,19.12,34.61,9.24,0.4,25.37,1.33,1481,1480,41.14,99.93
443,3,2025-09-06,16,26.42,32.79,9.56,0.0,23.22,0.88,1512,1511,42.0,99.93
444,3,2025-09-06,17,11.06,15.73,4.31,1.21,11.42,1.03,1777,1065,49.36,59.93
445,3,2025-09-06,18,0.0,5.75,0.0,5.77,5.75,,1398,934,38.83,66.81
446,3,2025-09-06,19,0.0,0.0,0.0,0.11,0.0,,1184,0,32.89,0.0
447,3,2025-09-06,20,0.0,0.0,0.0,4.53,0.0,,1553,0,43.14,0.0
448,3,2025-09-06,21,9.0,15.26,1.43,4.06,13.83,1.54,1640,1231,45.56,75.06
449,3,2025-09-06,22,21.0,25.36,6.14,2.37,19.22,0.92,1609,1608,44.69,99.94
450,3,2025-09-06,23,19.38,24.39,9.77,0.64,14.62,0.75,1508,1507,41.89,99.93
451,3,2025-09-07,0,52.62,48.52,8.21,0.0,40.3,0.77,1600,1599,44.44,99.94
452,3,2025-09-07,1,48.17,48.04,12.76,0.45,35.28,0.73,1606,1605,44.61,99.94
453,3,2025-09-07,2,54.25,52.72,7.7,1.71,45.01,0.83,2203,2202,61.19,99.95
454,3,2025-09-07,3,36.28,38.94,6.61,3.17,32.33,0.89,1952,1951,54.22,99.95
455,3,2025-09-07,4,40.53,49.03,11.8,0.42,37.24,0.92,2534,2533,70.39,99.96
456,3,2025-09-07,5,48.09,62.49,11.2,0.02,51.29,1.07,2217,2216,61.58,99.95
457,3,2025-09-07,6,0.0,0.1,0.0,0.12,0.1,,2765,126,76.81,4.56
458,3,2025-09-07,7,0.0,0.0,0.0,0.06,0.0,,2810,0,78.06,0.0
459,3,2025-09-07,8,10.62,14.84,1.65,1.97,13.19,1.24,2748,1502,76.33,54.66
460,3,2025-09-07,9,45.62,35.98,14.83,1.44,21.16,0.46,2465,2464,68.47,99.96
461,3,2025-09-07,10,49.52,52.93,10.18,0.98,42.75,0.86,2584,2583,71.78,99.96
462,3,2025-09-07,11,20.69,29.03,4.25,6.44,24.78,1.2,2730,2729,75.83,99.96
463,3,2025-09-07,12,48.12,48.76,9.78,0.0,38.98,0.81,2326,2321,64.61,99.79
464,3,2025-09-07,13,43.5,44.1,6.99,0.0,37.12,0.85,2414,2413,67.06,99.96
465,3,2025-09-07,14,55.75,45.62,7.32,0.0,38.3,0.69,1563,1561,43.42,99.87
466,3,2025-09-07,15,20.88,35.17,8.35,0.93,26.82,1.28,1518,1517,42.17,99.93
467,3,2025-09-07,16,32.12,31.43,10.2,0.02,21.23,0.66,1631,1594,45.31,97.73
468,3,2025-09-07,17,0.0,0.0,0.0,0.09,0.0,,1057,0,29.36,0.0
469,3,2025-09-07,18,0.0,0.0,0.0,0.15,0.0,,1560,0,43.33,0.0
470,3,2025-09-07,19,0.0,0.0,0.0,5.22,0.0,,1570,0,43.61,0.0
471,3,2025-09-07,20,0.0,0.05,0.0,0.06,0.05,,1620,54,45.0,3.33
472,3,2025-09-07,21,11.75,13.45,1.96,0.97,11.49,0.98,1620,1619,45.0,99.94
473,3,2025-09-07,22,22.62,24.77,5.03,0.95,19.74,0.87,1536,1535,42.67,99.93
474,3,2025-09-07,23,14.69,15.67,4.63,1.5,11.04,0.75,1510,1509,41.94,99.93
475,3,2025-09-08,0,52.88,48.54,5.54,0.1,43.0,0.81,1523,1522,42.31,99.93
476,3,2025-09-08,1,67.64,53.49,5.91,0.0,47.58,0.7,1528,1527,42.44,99.93
477,3,2025-09-08,2,35.07,27.39,3.43,0.09,23.96,0.68,2872,1304,79.78,45.4
478,3,2025-09-08,3,57.08,55.01,6.78,0.05,48.23,0.84,2153,1964,59.81,91.22
479,3,2025-09-08,4,57.5,67.1,10.92,0.0,56.17,0.98,1885,1880,52.36,99.73
480,3,2025-09-08,5,10.62,11.68,4.07,0.02,7.6,0.72,2302,688,63.94,29.89
481,3,2025-09-08,6,0.0,0.0,0.0,0.09,0.0,,1731,0,48.08,0.0
482,3,2025-09-08,7,0.0,0.14,0.0,0.03,0.14,,2503,28,69.53,1.12
483,3,2025-09-08,8,9.48,15.37,1.52,2.36,13.85,1.46,2703,2697,75.08,99.78
484,3,2025-09-08,9,48.48,32.06,12.65,0.0,19.41,0.4,2596,2591,72.11,99.81
485,3,2025-09-08,10,61.08,56.55,8.84,0.0,47.71,0.78,2481,2476,68.92,99.8
486,3,2025-09-08,11,14.25,18.2,2.75,4.58,15.45,1.08,2780,2774,77.22,99.78
487,3,2025-09-08,12,61.5,57.95,8.88,0.0,49.06,0.8,2549,2544,70.81,99.8
488,3,2025-09-08,13,61.25,56.41,5.18,0.57,51.23,0.84,2103,2101,58.42,99.9
489,3,2025-09-08,14,29.71,37.9,7.49,0.49,30.41,1.02,1392,1391,38.67,99.93
490,3,2025-09-08,15,28.0,35.24,5.98,0.0,29.26,1.04,1500,1499,41.67,99.93
491,3,2025-09-08,16,14.0,18.2,3.33,0.17,14.88,1.06,1259,1246,34.97,98.97
492,3,2025-09-08,17,0.0,0.0,0.0,0.02,0.0,,802,0,22.28,0.0
493,3,2025-09-08,18,0.0,0.0,0.0,0.09,0.0,,1518,0,42.17,0.0
494,3,2025-09-08,19,0.0,0.0,0.0,6.04,0.0,,1663,0,46.19,0.0
495,3,2025-09-08,20,0.0,5.42,0.0,7.01,5.42,,1473,1206,40.92,81.87
496,3,2025-09-08,21,11.62,13.76,1.26,1.01,12.5,1.08,1525,1524,42.36,99.93
497,3,2025-09-08,22,21.75,19.16,3.11,0.0,16.05,0.74,1438,1437,39.94,99.93
498,3,2025-09-08,23,15.62,17.79,5.74,1.03,12.05,0.77,1432,1431,39.78,99.93
499,3,2025-09-09,0,49.0,47.02,5.28,0.9,41.74,0.85,1459,1458,40.53,99.93
500,3,2025-09-09,1,70.17,58.5,6.06,0.0,52.44,0.75,1683,1682,46.75,99.94
501,3,2025-09-09,2,36.62,31.49,3.94,0.02,27.55,0.75,2634,1213,73.17,46.05
502,3,2025-09-09,3,49.38,42.19,3.38,0.24,38.81,0.79,2324,1579,64.56,67.94
503,3,2025-09-09,4,37.75,41.35,7.62,0.0,33.73,0.89,2058,2057,57.17,99.95
504,3,2025-09-09,5,38.0,44.26,6.22,0.19,38.04,1.0,1830,1657,50.83,90.55
505,3,2025-09-09,6,0.0,0.0,0.0,0.0,0.0,,1952,0,54.22,0.0
506,3,2025-09-09,7,0.0,0.0,0.0,0.02,0.0,,2135,0,59.31,0.0
507,3,2025-09-09,8,9.5,13.81,1.19,1.63,12.62,1.33,2399,2071,66.64,86.33
508,3,2025-09-09,9,47.23,30.79,10.65,0.05,20.14,0.43,2610,2609,72.5,99.96
509,3,2025-09-09,10,54.0,54.95,8.72,0.79,46.24,0.86,2692,2691,74.78,99.96
510,3,2025-09-09,11,17.25,18.95,3.83,2.5,15.12,0.88,1411,1403,39.19,99.43
511,3,2025-09-09,12,51.09,51.98,7.77,0.01,44.22,0.87,2567,2566,71.31,99.96
512,3,2025-09-09,13,58.97,60.33,8.9,0.0,51.43,0.87,2378,2375,66.06,99.87
513,3,2025-09-09,14,45.75,49.89,8.11,0.17,41.78,0.91,1449,1448,40.25,99.93
514,3,2025-09-09,15,12.46,25.77,4.96,0.84,20.8,1.67,1514,1513,42.06,99.93
515,3,2025-09-09,16,29.06,37.43,10.1,0.12,27.33,0.94,1429,1428,39.69,99.93
516,3,2025-09-09,17,1.66,4.59,0.62,0.92,3.97,2.39,975,435,27.08,44.62
517,3,2025-09-09,18,0.0,0.0,0.0,0.3,0.0,,1409,0,39.14,0.0
518,3,2025-09-09,19,0.0,4.79,0.0,4.94,4.79,,1395,601,38.75,43.08
519,3,2025-09-09,20,0.0,8.87,0.0,8.7,8.87,,1365,1292,37.92,94.65
520,3,2025-09-09,21,11.62,18.63,4.8,2.84,13.82,1.19,1459,1458,40.53,99.93
521,3,2025-09-09,22,21.88,28.66,7.26,1.84,21.4,0.98,1400,1399,38.89,99.93
522,3,2025-09-09,23,15.5,26.43,7.02,1.72,19.41,1.25,1374,1373,38.17,99.93
523,3,2025-09-10,0,60.88,56.87,8.46,0.0,48.41,0.8,1411,1410,39.19,99.93
524,3,2025-09-10,1,61.5,57.65,10.8,0.04,46.85,0.76,1677,1488,46.58,88.73
525,3,2025-09-10,2,16.5,18.18,2.49,0.72,15.68,0.95,2553,641,70.92,25.11
526,3,2025-09-10,3,59.23,52.38,9.48,0.0,42.9,0.72,2222,2219,61.72,99.86
527,3,2025-09-10,4,52.23,70.9,14.38,0.25,56.52,1.08,2186,2183,60.72,99.86
528,3,2025-09-10,5,29.88,46.63,8.53,0.75,38.1,1.28,2211,1594,61.42,72.09
529,3,2025-09-10,6,0.0,0.0,0.0,0.12,0.0,,2243,0,62.31,0.0
530,3,2025-09-10,7,0.0,0.0,0.0,0.08,0.0,,942,0,26.17,0.0
531,3,2025-09-10,8,7.0,11.68,0.47,2.22,11.2,1.6,1693,1670,47.03,98.64
532,3,2025-09-10,9,38.58,36.07,12.32,1.98,23.75,0.62,2591,2586,71.97,99.81
533,3,2025-09-10,10,46.25,51.21,9.5,1.58,41.71,0.9,2573,2568,71.47,99.81
534,3,2025-09-10,11,60.62,66.4,12.9,0.0,53.51,0.88,2606,2601,72.39,99.81
535,3,2025-09-10,12,20.12,22.73,2.89,0.94,19.83,0.99,2948,1322,81.89,44.84
536,3,2025-09-10,13,62.25,63.83,8.89,0.0,54.94,0.88,2315,2312,64.31,99.87
537,3,2025-09-10,14,43.67,45.83,9.32,0.22,36.51,0.84,1315,1314,36.53,99.92
538,3,2025-09-10,15,11.12,25.81,3.81,0.6,22.0,1.98,1484,1482,41.22,99.87
539,3,2025-09-10,16,28.25,40.29,10.69,0.81,29.6,1.05,1551,1528,43.08,98.52
540,3,2025-09-10,17,3.84,8.95,1.5,5.14,7.45,1.94,1573,962,43.69,61.16
541,3,2025-09-10,18,0.0,0.0,0.0,1.29,0.0,,1666,0,46.28,0.0
542,3,2025-09-10,19,0.0,0.79,0.0,1.17,0.79,,1572,103,43.67,6.55
543,3,2025-09-10,20,0.0,8.08,0.0,8.08,8.08,,1495,1494,41.53,99.93
544,3,2025-09-10,21,11.62,17.28,4.67,1.58,12.61,1.08,1507,1506,41.86,99.93
545,3,2025-09-10,22,23.25,26.6,8.36,2.07,18.24,0.78,1484,1483,41.22,99.93
546,3,2025-09-10,23,14.25,20.92,9.48,1.12,11.44,0.8,1416,1413,39.33,99.79
547,3,2025-09-11,0,59.05,53.95,8.09,0.25,45.85,0.78,1440,1439,40.0,99.93
548,3,2025-09-11,1,63.73,56.31,9.47,0.33,46.84,0.74,2548,2543,70.78,99.8
549,3,2025-09-11,2,4.12,5.37,0.11,0.9,5.26,1.27,3059,524,84.97,17.13
550,3,2025-09-11,3,66.29,61.58,11.43,0.0,50.15,0.76,2525,2520,70.14,99.8
551,3,2025-09-11,4,49.62,63.16,17.06,0.3,46.1,0.93,1961,1956,54.47,99.75
552,3,2025-09-11,5,37.62,51.41,11.65,0.46,39.76,1.06,1785,1630,49.58,91.32
553,3,2025-09-11,6,0.0,0.0,0.0,0.08,0.0,,2196,0,61.0,0.0
554,3,2025-09-11,7,0.0,0.0,0.0,0.06,0.0,,2895,0,80.42,0.0
555,3,2025-09-11,8,6.88,13.45,1.45,2.22,12.0,1.74,2535,2261,70.42,89.19
556,3,2025-09-11,9,44.38,38.05,14.39,0.91,23.66,0.53,2459,2458,68.31,99.96
557,3,2025-09-11,10,51.33,64.34,13.63,0.76,50.71,0.99,2515,2514,69.86,99.96
558,3,2025-09-11,11,55.85,60.5,13.42,0.0,47.08,0.84,2024,2022,56.22,99.9
559,3,2025-09-11,12,26.75,26.39,2.92,1.3,23.47,0.88,1372,1355,38.11,98.76
560,3,2025-09-11,13,54.0,56.28,7.7,0.18,48.57,0.9,2161,2160,60.03,99.95
561,3,2025-09-11,14,40.5,49.36,9.86,0.6,39.5,0.98,1383,1382,38.42,99.93
562,3,2025-09-11,15,8.5,18.79,2.4,1.27,16.39,1.93,1504,1503,41.78,99.93
563,3,2025-09-11,16,33.59,37.92,13.11,0.0,24.81,0.74,1599,1598,44.42,99.94
564,3,2025-09-11,17,1.12,2.59,0.53,0.19,2.06,1.84,819,329,22.75,40.17
565,3,2025-09-11,18,0.0,0.0,0.0,0.08,0.0,,1620,0,45.0,0.0
566,3,2025-09-11,19,0.0,5.93,0.0,6.08,5.93,,1442,1150,40.06,79.75
567,3,2025-09-11,20,0.0,4.07,0.0,4.07,4.07,,1593,1592,44.25,99.94
568,3,2025-09-11,21,16.5,17.98,4.93,1.26,13.05,0.79,1626,1625,45.17,99.94
569,3,2025-09-11,22,24.75,25.3,9.79,0.48,15.51,0.63,1561,1560,43.36,99.94
570,3,2025-09-11,23,8.5,11.2,2.73,1.96,8.47,1.0,1954,1139,54.28,58.29
571,3,2025-09-12,0,0.0,0.0,0.0,1.36,0.0,,441,0,12.25,0.0
572,3,2025-09-12,1,0.0,0.0,0.0,0.69,0.0,,165,0,4.58,0.0
573,3,2025-09-12,6,1.0,2.02,0.18,0.54,1.83,1.83,586,512,16.28,87.37
574,3,2025-09-12,7,0.0,1.31,0.0,1.31,1.31,,293,285,8.14,97.27
575,3,2025-09-12,8,0.0,5.32,0.0,5.06,5.32,,1689,1688,46.92,99.94
576,3,2025-09-12,9,0.0,1.34,0.0,1.34,1.34,,1690,1689,46.94,99.94
577,3,2025-09-12,10,0.0,0.24,0.0,0.24,0.24,,269,267,7.47,99.26
578,3,2025-09-12,16,0.0,0.16,0.0,0.16,0.16,,134,109,3.72,81.34
579,3,2025-09-12,17,0.0,5.79,0.0,5.79,5.79,,1541,1538,42.81,99.81
580,3,2025-09-12,18,2.88,8.72,0.53,3.26,8.2,2.85,1484,1483,41.22,99.93
581,3,2025-09-12,19,14.5,17.17,3.63,0.0,13.54,0.93,1371,1348,38.08,98.32
582,3,2025-09-12,20,16.75,20.43,5.25,0.62,15.19,0.91,1472,1471,40.89,99.93
583,3,2025-09-12,21,20.38,20.43,6.41,0.05,14.01,0.69,1651,1115,45.86,67.53
584,3,2025-09-12,22,4.28,8.31,0.0,1.23,8.31,1.94,1624,763,45.11,46.98
585,3,2025-09-12,23,16.53,22.35,4.45,3.04,17.9,1.08,1652,1651,45.89,99.94
586,3,2025-09-13,0,28.19,33.05,10.75,0.9,22.29,0.79,1609,1608,44.69,99.94
587,3,2025-09-13,1,48.12,46.23,8.2,0.72,38.03,0.79,1696,1695,47.11,99.94
588,3,2025-09-13,2,66.88,54.63,7.83,0.0,46.8,0.7,1910,1908,53.06,99.9
589,3,2025-09-13,3,27.92,28.7,4.3,0.0,24.4,0.87,2500,2496,69.44,99.84
590,3,2025-09-13,4,62.35,62.63,11.03,0.0,51.6,0.83,2194,2190,60.94,99.82
591,3,2025-09-13,5,41.19,50.66,11.59,0.26,39.08,0.95,2350,2349,65.28,99.96
592,3,2025-09-13,6,33.9,44.49,10.55,0.25,33.94,1.0,2299,2159,63.86,93.91
593,3,2025-09-13,7,0.0,0.0,0.0,0.06,0.0,,2384,0,66.22,0.0
594,3,2025-09-13,8,3.22,6.27,0.0,1.2,6.27,1.95,2139,1134,59.42,53.02
595,3,2025-09-13,9,41.1,35.51,12.08,1.22,23.43,0.57,2479,2473,68.86,99.76
596,3,2025-09-13,10,41.5,44.66,13.24,1.61,31.42,0.76,2501,2496,69.47,99.8
597,3,2025-09-13,11,52.88,59.07,12.55,1.1,46.52,0.88,2566,2560,71.28,99.77
598,3,2025-09-13,12,19.67,30.02,7.31,6.09,22.71,1.15,2477,2472,68.81,99.8
599,3,2025-09-13,13,48.84,58.41,11.12,1.26,47.29,0.97,2327,2321,64.64,99.74
600,3,2025-09-13,14,62.21,64.87,6.24,0.0,58.63,0.94,1615,1604,44.86,99.32
601,3,2025-09-13,15,14.62,24.55,4.64,1.32,19.91,1.36,1407,1406,39.08,99.93
602,3,2025-09-13,16,17.12,24.89,4.23,0.0,20.66,1.21,1502,1501,41.72,99.93
603,3,2025-09-13,17,22.12,23.18,5.96,0.09,17.22,0.78,1350,1348,37.5,99.85
604,3,2025-09-13,18,0.0,0.0,0.0,0.05,0.0,,1280,0,35.56,0.0
605,3,2025-09-13,19,0.0,0.0,0.0,0.06,0.0,,1619,0,44.97,0.0
606,3,2025-09-13,20,0.0,5.26,0.0,6.16,5.26,,1395,1110,38.75,79.57
607,3,2025-09-13,21,11.75,12.23,1.82,2.6,10.41,0.89,1439,1196,39.97,83.11
608,3,2025-09-13,22,23.65,20.79,3.39,1.94,17.4,0.74,1426,1425,39.61,99.93
609,3,2025-09-13,23,13.17,18.68,4.41,1.06,14.27,1.08,1349,1348,37.47,99.93
610,3,2025-09-14,0,49.38,48.8,6.69,0.0,42.1,0.85,1486,1485,41.28,99.93
611,3,2025-09-14,1,70.29,59.14,7.91,0.0,51.24,0.73,2267,2266,62.97,99.96
612,3,2025-09-14,2,15.5,14.82,1.83,1.22,12.99,0.84,2888,928,80.22,32.13
613,3,2025-09-14,3,69.28,63.27,11.02,0.0,52.26,0.75,2701,2699,75.03,99.93
614,3,2025-09-14,4,47.08,58.13,9.59,0.24,48.54,1.03,2028,2026,56.33,99.9
615,3,2025-09-14,5,29.0,32.67,5.14,0.03,27.52,0.95,2208,1485,61.33,67.26
616,3,2025-09-14,6,0.0,0.0,0.0,0.16,0.0,,2958,0,82.17,0.0
617,3,2025-09-14,7,0.0,0.0,0.0,0.16,0.0,,3070,0,85.28,0.0
618,3,2025-09-14,8,11.0,12.35,2.03,1.54,10.32,0.94,2507,1988,69.64,79.3
619,3,2025-09-14,9,34.75,23.95,7.67,0.25,16.28,0.47,2754,2752,76.5,99.93
620,3,2025-09-14,10,47.84,43.61,10.84,0.0,32.77,0.68,2609,2607,72.47,99.92
621,3,2025-09-14,11,57.31,49.45,10.05,0.0,39.39,0.69,2520,2518,70.0,99.92
622,3,2025-09-14,12,28.04,25.2,3.07,0.07,22.13,0.79,1105,1093,30.69,98.91
623,3,2025-09-14,13,60.88,60.08,7.98,0.0,52.09,0.86,2211,2208,61.42,99.86
624,3,2025-09-14,14,41.5,43.34,8.42,0.65,34.92,0.84,1362,1361,37.83,99.93
625,3,2025-09-14,15,33.38,31.31,7.5,0.0,23.82,0.71,1418,1417,39.39,99.93
626,3,2025-09-14,16,8.25,12.64,2.21,4.32,10.43,1.26,1482,1480,41.17,99.87
627,3,2025-09-14,17,0.0,6.71,0.0,6.62,6.71,,1491,1489,41.42,99.87
628,3,2025-09-14,18,0.0,0.13,0.0,0.1,0.13,,1399,34,38.86,2.43
629,3,2025-09-14,19,0.0,0.0,0.0,2.25,0.0,,1717,0,47.69,0.0
630,3,2025-09-14,20,0.0,0.0,0.0,4.49,0.0,,1529,1,42.47,0.07
631,3,2025-09-14,21,11.75,12.1,1.24,2.35,10.86,0.92,1548,1547,43.0,99.94
632,3,2025-09-14,22,26.44,21.8,5.12,0.8,16.68,0.63,1547,1545,42.97,99.87
633,3,2025-09-14,23,12.75,16.87,3.77,1.78,13.1,1.03,1379,1376,38.31,99.78
